Name,10th_marks,12th_marks,Stream,Skills,Interests,Personality,Recommended_Career
Rahul_3975,93,100,Commerce,"Marketing, Excel, Financial Analysis",Business,INFP,Accountant
Sneha_3976,75,98,Commerce,"AI, ML, Cybersecurity",Tech,ESTJ,Data Analyst
John_3977,88,82,Commerce,"Film Making, Graphic Design, Storytelling",Art,ENTJ,Graphic Designer
Arun_3978,81,80,Commerce,"Adobe Suite, Graphic Design, Communication",Art,ESTJ,Film Director
Maya_3979,76,95,Arts,"Sales, Management, Marketing",Business,INTP,Business Analyst
Sneha_3980,87,79,Arts,"Management, Analytics, Financial Analysis",Business,ISFP,Accountant
Priya_3981,79,100,Commerce,"Film Making, Storytelling, Graphic Design",Art,ENFP,Content Writer
Sneha_3982,74,78,Commerce,"AI, Statistics, ML",Tech,INTP,Data Analyst
John_3983,97,82,Arts,"Accounting, Excel, Analytics",Business,ESTJ,Accountant
Ravi_3984,60,100,Arts,"Marketing, Financial Analysis, Excel",Business,ENFP,Marketing Manager
John_3985,70,85,Commerce,"Financial Analysis, Management, Sales",Business,ENTJ,Marketing Manager
Maya_3986,78,89,Science,"Cybersecurity, Networking, Statistics",Tech,INFJ,AI Engineer
Maya_3987,95,73,Arts,"Management, Marketing, Analytics",Business,ENFP,Accountant
Aditi_3988,81,68,Science,"Deep Learning, Data Analysis, Python",Tech,INFP,AI Engineer
Rahul_3989,77,73,Arts,"Cybersecurity, Python, Statistics",Tech,INFP,AI Engineer
Rahul_3990,92,67,Commerce,"Storytelling, Film Making, Adobe Suite",Art,ENTJ,Film Director
Aditi_3991,99,78,Commerce,"Storytelling, Film Making, Writing",Art,ISFP,Film Director
Neha_3992,82,64,Science,"Accounting, Analytics, Management",Business,INTJ,Marketing Manager
Ravi_3993,75,96,Commerce,"Accounting, Management, Marketing",Business,ISTJ,Accountant
John_3994,92,86,Arts,"Graphic Design, Communication, Adobe Suite",Art,ENFP,Graphic Designer
Arun_3995,78,68,Arts,"ML, Deep Learning, Cybersecurity",Tech,ESTJ,Data Scientist
Sneha_3996,71,96,Science,"Management, Financial Analysis, Excel",Business,ESTJ,Marketing Manager
Rahul_3997,67,91,Science,"Storytelling, Adobe Suite, Communication",Art,ESTJ,Film Director
Maya_3998,77,72,Science,"Financial Analysis, Excel, Sales",Business,ENTJ,Business Analyst
Aditi_3999,78,79,Science,"Adobe Suite, Storytelling, Graphic Design",Art,ESTJ,Film Director
Rahul_4000,74,73,Commerce,"Marketing, Accounting, Analytics",Business,INFJ,Marketing Manager
Ravi_4001,79,64,Arts,"Statistics, Data Analysis, Python",Tech,INFP,AI Engineer
Sneha_4002,99,86,Arts,"Python, Networking, Cybersecurity",Tech,ISFP,Data Analyst
Aditi_4003,64,98,Arts,"Accounting, Management, Financial Analysis",Business,ISFP,Marketing Manager
Aditi_4004,70,69,Arts,"Creativity, Communication, Graphic Design",Art,ISTJ,Film Director
Sneha_4005,62,95,Commerce,"Financial Analysis, Management, Sales",Business,ENTJ,Accountant
Sneha_4006,80,75,Science,"Excel, Analytics, Financial Analysis",Business,ENTJ,Marketing Manager
Aditi_4007,97,66,Science,"Python, ML, Data Analysis",Tech,INFP,AI Engineer
Maya_4008,79,69,Science,"Creativity, Writing, Communication",Art,ENTJ,Content Writer
Arun_4009,99,80,Commerce,"Management, Sales, Analytics",Business,ENFP,Marketing Manager
Karan_4010,81,68,Arts,"Management, Financial Analysis, Marketing",Business,INTP,Business Analyst
Arun_4011,83,74,Commerce,"ML, Python, Statistics",Tech,ESTJ,Data Scientist
John_4012,89,62,Arts,"Statistics, Data Analysis, Deep Learning",Tech,ISTJ,Data Scientist
Karan_4013,62,63,Science,"Adobe Suite, Communication, Film Making",Art,INFJ,Film Director
Karan_4014,62,70,Arts,"Financial Analysis, Sales, Accounting",Business,ENTJ,Business Analyst
Sneha_4015,89,60,Arts,"Sales, Management, Financial Analysis",Business,INTP,Accountant
Karan_4016,77,69,Arts,"Financial Analysis, Marketing, Management",Business,INFP,Marketing Manager
Karan_4017,97,96,Commerce,"Management, Sales, Accounting",Business,ENFP,Marketing Manager
Arun_4018,93,77,Arts,"Statistics, AI, Data Analysis",Tech,INFJ,AI Engineer
Rahul_4019,77,90,Arts,"Communication, Writing, Adobe Suite",Art,INTJ,Film Director
Aditi_4020,79,81,Science,"Python, ML, Cybersecurity",Tech,INTJ,Data Scientist
Aditi_4021,73,73,Arts,"Data Analysis, ML, Networking",Tech,INTP,AI Engineer
Arun_4022,71,91,Arts,"Marketing, Management, Financial Analysis",Business,INTP,Accountant
Aditi_4023,96,87,Science,"Writing, Film Making, Adobe Suite",Art,INFJ,Film Director
Rahul_4024,71,100,Science,"Analytics, Management, Excel",Business,INFP,Accountant
Arun_4025,73,92,Commerce,"Graphic Design, Writing, Film Making",Art,ISTJ,Content Writer
Karan_4026,71,72,Arts,"Sales, Accounting, Analytics",Business,INFP,Business Analyst
Rahul_4027,89,66,Commerce,"Management, Excel, Financial Analysis",Business,INFJ,Business Analyst
Karan_4028,62,72,Science,"Writing, Film Making, Storytelling",Art,ISFP,Graphic Designer
Arun_4029,75,88,Arts,"Data Analysis, Python, Cybersecurity",Tech,ENFP,AI Engineer
Neha_4030,100,77,Commerce,"Storytelling, Graphic Design, Film Making",Art,INTJ,Content Writer
Rahul_4031,89,80,Science,"ML, Data Analysis, Python",Tech,INFJ,AI Engineer
Sneha_4032,67,94,Arts,"Film Making, Storytelling, Creativity",Art,INTJ,Graphic Designer
John_4033,63,71,Science,"Film Making, Storytelling, Creativity",Art,INTP,Graphic Designer
Aditi_4034,76,62,Commerce,"Deep Learning, AI, Statistics",Tech,INTJ,Cybersecurity Analyst
Sneha_4035,73,69,Science,"Deep Learning, Statistics, ML",Tech,ENFP,AI Engineer
Ravi_4036,98,83,Commerce,"Management, Accounting, Marketing",Business,INFJ,Marketing Manager
Aditi_4037,73,79,Science,"Data Analysis, Statistics, Deep Learning",Tech,INFP,AI Engineer
John_4038,63,84,Science,"Film Making, Writing, Graphic Design",Art,ENFP,Content Writer
Aditi_4039,68,72,Science,"Accounting, Analytics, Management",Business,ENTJ,Business Analyst
Arun_4040,63,61,Arts,"Adobe Suite, Writing, Creativity",Art,INTJ,Film Director
Karan_4041,93,86,Commerce,"Graphic Design, Adobe Suite, Creativity",Art,INTP,Film Director
Sneha_4042,76,84,Arts,"Networking, ML, AI",Tech,ISTJ,Data Scientist
John_4043,74,88,Science,"Creativity, Graphic Design, Communication",Art,ISFP,Film Director
John_4044,94,100,Arts,"Networking, AI, Python",Tech,INFP,Cybersecurity Analyst
Sneha_4045,100,67,Commerce,"Financial Analysis, Accounting, Management",Business,ISFP,Accountant
Priya_4046,100,83,Arts,"AI, Networking, Statistics",Tech,INTP,AI Engineer
Aditi_4047,84,63,Arts,"Analytics, Marketing, Accounting",Business,ENFP,Business Analyst
Maya_4048,97,72,Science,"AI, ML, Cybersecurity",Tech,ESTJ,Data Scientist
Neha_4049,61,64,Commerce,"Networking, AI, Deep Learning",Tech,ESTJ,AI Engineer
Sneha_4050,99,73,Arts,"Deep Learning, ML, Statistics",Tech,ESTJ,Cybersecurity Analyst
Aditi_4051,91,74,Arts,"Statistics, Python, Data Analysis",Tech,INTP,Data Analyst
Maya_4052,61,81,Commerce,"Data Analysis, Python, ML",Tech,ENFP,AI Engineer
Priya_4053,98,88,Commerce,"Management, Financial Analysis, Accounting",Business,INFJ,Marketing Manager
Rahul_4054,86,100,Science,"Writing, Communication, Adobe Suite",Art,INFJ,Graphic Designer
Aditi_4055,94,84,Science,"Sales, Financial Analysis, Excel",Business,ENTJ,Marketing Manager
Ravi_4056,77,84,Science,"Management, Sales, Analytics",Business,INTJ,Business Analyst
Rahul_4057,96,61,Science,"Accounting, Excel, Marketing",Business,ENFP,Accountant
Karan_4058,87,68,Arts,"Management, Marketing, Excel",Business,ISFP,Marketing Manager
Sneha_4059,86,83,Commerce,"Excel, Analytics, Sales",Business,ENFP,Accountant
Neha_4060,61,71,Science,"Adobe Suite, Creativity, Graphic Design",Art,ISTJ,Graphic Designer
Karan_4061,62,99,Science,"Data Analysis, Python, Deep Learning",Tech,ISFP,AI Engineer
Priya_4062,62,63,Commerce,"Management, Financial Analysis, Marketing",Business,ENTJ,Marketing Manager
Arun_4063,84,68,Commerce,"Creativity, Film Making, Graphic Design",Art,ISTJ,Film Director
Aditi_4064,71,68,Commerce,"Creativity, Communication, Film Making",Art,ESTJ,Film Director
Sneha_4065,77,93,Arts,"Graphic Design, Creativity, Film Making",Art,INTJ,Content Writer
Maya_4066,64,95,Arts,"Deep Learning, Cybersecurity, Statistics",Tech,INTP,AI Engineer
Aditi_4067,63,92,Science,"Storytelling, Writing, Creativity",Art,ISFP,Content Writer
Aditi_4068,89,94,Arts,"Storytelling, Film Making, Creativity",Art,INFP,Film Director
Arun_4069,85,73,Science,"Writing, Communication, Graphic Design",Art,INFJ,Graphic Designer
Neha_4070,90,60,Arts,"Python, Deep Learning, Cybersecurity",Tech,INTJ,AI Engineer
Ravi_4071,99,77,Commerce,"Cybersecurity, Deep Learning, Data Analysis",Tech,INTP,Data Analyst
Aditi_4072,73,83,Commerce,"Excel, Financial Analysis, Analytics",Business,INFJ,Accountant
Maya_4073,92,90,Arts,"Management, Analytics, Financial Analysis",Business,ENFP,Marketing Manager
Aditi_4074,78,94,Commerce,"Python, Cybersecurity, Statistics",Tech,ESTJ,Cybersecurity Analyst
Sneha_4075,76,73,Science,"Graphic Design, Adobe Suite, Storytelling",Art,ISFP,Graphic Designer
Priya_4076,97,78,Science,"Python, Cybersecurity, ML",Tech,INTJ,Data Analyst
Ravi_4077,90,64,Commerce,"Storytelling, Adobe Suite, Creativity",Art,INFJ,Graphic Designer
Aditi_4078,74,63,Commerce,"Cybersecurity, Statistics, AI",Tech,ENTJ,Cybersecurity Analyst
Karan_4079,71,64,Arts,"Cybersecurity, Networking, ML",Tech,ENFP,Cybersecurity Analyst
Priya_4080,97,73,Science,"Data Analysis, Networking, Deep Learning",Tech,ESTJ,Data Analyst
Priya_4081,89,85,Arts,"Networking, Cybersecurity, Data Analysis",Tech,INFP,Cybersecurity Analyst
John_4082,78,68,Science,"Storytelling, Graphic Design, Communication",Art,ISFP,Content Writer
Aditi_4083,69,86,Science,"Financial Analysis, Accounting, Marketing",Business,ESTJ,Accountant
Karan_4084,77,72,Arts,"Sales, Analytics, Management",Business,INFP,Business Analyst
Rahul_4085,100,80,Commerce,"Management, Financial Analysis, Excel",Business,ENFP,Marketing Manager
Aditi_4086,62,85,Commerce,"Sales, Excel, Financial Analysis",Business,INFP,Marketing Manager
Rahul_4087,67,99,Arts,"Data Analysis, Cybersecurity, Python",Tech,INFP,AI Engineer
Neha_4088,93,69,Commerce,"Graphic Design, Film Making, Adobe Suite",Art,INFJ,Graphic Designer
Arun_4089,73,76,Arts,"Python, Data Analysis, Cybersecurity",Tech,ENFP,Cybersecurity Analyst
John_4090,87,84,Science,"Networking, ML, Statistics",Tech,INFP,AI Engineer
Neha_4091,82,83,Arts,"Management, Accounting, Marketing",Business,ISFP,Accountant
Sneha_4092,95,76,Arts,"Marketing, Financial Analysis, Sales",Business,INFP,Marketing Manager
Priya_4093,75,64,Arts,"Accounting, Financial Analysis, Excel",Business,INTJ,Marketing Manager
Ravi_4094,99,71,Science,"Data Analysis, Python, Statistics",Tech,INTP,Data Scientist
Neha_4095,77,74,Science,"Networking, Cybersecurity, Data Analysis",Tech,INFP,Data Analyst
Ravi_4096,98,64,Commerce,"Management, Sales, Accounting",Business,INTJ,Business Analyst
John_4097,65,81,Commerce,"Marketing, Accounting, Sales",Business,ISFP,Marketing Manager
Sneha_4098,81,95,Commerce,"Networking, ML, Deep Learning",Tech,ESTJ,Cybersecurity Analyst
Sneha_4099,98,85,Commerce,"Analytics, Sales, Excel",Business,ESTJ,Accountant
John_4100,60,87,Science,"Financial Analysis, Marketing, Excel",Business,ENTJ,Business Analyst
Arun_4101,76,66,Science,"Financial Analysis, Sales, Management",Business,ISTJ,Marketing Manager
Priya_4102,99,97,Science,"AI, Deep Learning, Python",Tech,INFJ,Cybersecurity Analyst
Arun_4103,60,75,Arts,"Creativity, Adobe Suite, Writing",Art,ENFP,Content Writer
Ravi_4104,82,96,Commerce,"Creativity, Graphic Design, Film Making",Art,ISFP,Graphic Designer
Ravi_4105,98,73,Science,"Python, Cybersecurity, Networking",Tech,INTP,Data Analyst
Aditi_4106,87,93,Commerce,"Film Making, Communication, Creativity",Art,INFJ,Content Writer
Arun_4107,65,74,Science,"Financial Analysis, Management, Marketing",Business,INFJ,Accountant
Priya_4108,73,67,Science,"Creativity, Film Making, Graphic Design",Art,ESTJ,Graphic Designer
Neha_4109,63,96,Science,"ML, AI, Networking",Tech,INFP,Data Analyst
Aditi_4110,75,80,Commerce,"Management, Analytics, Accounting",Business,ENTJ,Marketing Manager
Aditi_4111,85,75,Science,"Networking, Python, AI",Tech,INTJ,Data Analyst
Priya_4112,65,72,Arts,"Analytics, Financial Analysis, Marketing",Business,ESTJ,Marketing Manager
Karan_4113,74,70,Commerce,"Analytics, Management, Sales",Business,ENFP,Business Analyst
Karan_4114,86,77,Science,"Storytelling, Graphic Design, Creativity",Art,INFJ,Graphic Designer
Aditi_4115,78,61,Science,"Analytics, Sales, Management",Business,INFP,Marketing Manager
Karan_4116,98,92,Arts,"Accounting, Analytics, Financial Analysis",Business,ISFP,Business Analyst
Maya_4117,63,83,Science,"Sales, Management, Excel",Business,ESTJ,Marketing Manager
Karan_4118,69,90,Science,"Deep Learning, Data Analysis, AI",Tech,INFJ,Data Scientist
Rahul_4119,97,98,Arts,"Sales, Excel, Accounting",Business,ENTJ,Accountant
Aditi_4120,84,72,Science,"Communication, Adobe Suite, Graphic Design",Art,INTP,Film Director
Aditi_4121,85,76,Commerce,"Marketing, Accounting, Financial Analysis",Business,ESTJ,Marketing Manager
John_4122,87,87,Arts,"AI, Cybersecurity, Statistics",Tech,INFP,Data Analyst
John_4123,93,64,Arts,"Storytelling, Creativity, Film Making",Art,INFP,Graphic Designer
Arun_4124,97,96,Science,"Cybersecurity, Data Analysis, ML",Tech,INFP,Data Scientist
Priya_4125,92,73,Arts,"Management, Accounting, Marketing",Business,ISFP,Accountant
John_4126,80,83,Arts,"Storytelling, Film Making, Creativity",Art,INTP,Content Writer
Sneha_4127,94,91,Commerce,"Python, Deep Learning, Networking",Tech,INTP,Cybersecurity Analyst
Arun_4128,79,90,Commerce,"Communication, Graphic Design, Film Making",Art,ISFP,Film Director
Maya_4129,76,78,Arts,"Accounting, Marketing, Excel",Business,INTJ,Business Analyst
Aditi_4130,74,83,Commerce,"Cybersecurity, Data Analysis, Python",Tech,INTP,Data Analyst
John_4131,82,72,Arts,"Sales, Accounting, Analytics",Business,INFP,Marketing Manager
Sneha_4132,90,82,Commerce,"Graphic Design, Film Making, Communication",Art,INFJ,Film Director
Arun_4133,91,79,Science,"Accounting, Marketing, Excel",Business,INTP,Business Analyst
John_4134,95,64,Commerce,"Excel, Financial Analysis, Sales",Business,ENFP,Accountant
Rahul_4135,64,79,Science,"Python, Data Analysis, Deep Learning",Tech,ISTJ,Cybersecurity Analyst
Sneha_4136,71,92,Commerce,"Graphic Design, Adobe Suite, Creativity",Art,INFP,Film Director
Maya_4137,68,81,Arts,"Networking, Cybersecurity, Statistics",Tech,INTJ,Data Analyst
Maya_4138,60,100,Science,"Analytics, Sales, Excel",Business,INTP,Marketing Manager
Ravi_4139,76,67,Commerce,"Film Making, Graphic Design, Storytelling",Art,ISFP,Graphic Designer
Maya_4140,100,62,Commerce,"Writing, Creativity, Film Making",Art,INTJ,Graphic Designer
Karan_4141,95,74,Science,"Accounting, Excel, Analytics",Business,ESTJ,Marketing Manager
Aditi_4142,72,98,Science,"Data Analysis, ML, Networking",Tech,ESTJ,Data Scientist
Priya_4143,76,66,Arts,"Python, Data Analysis, ML",Tech,INTP,Cybersecurity Analyst
Arun_4144,83,71,Science,"AI, Networking, Deep Learning",Tech,ISFP,Cybersecurity Analyst
John_4145,77,77,Science,"AI, Python, Networking",Tech,INFP,Cybersecurity Analyst
Neha_4146,94,79,Science,"Analytics, Accounting, Sales",Business,INFJ,Marketing Manager
Rahul_4147,88,68,Science,"Networking, Statistics, Deep Learning",Tech,INFP,Data Analyst
Ravi_4148,94,73,Commerce,"Financial Analysis, Management, Sales",Business,INTP,Accountant
Ravi_4149,95,95,Commerce,"Communication, Film Making, Writing",Art,INFJ,Graphic Designer
Neha_4150,94,84,Commerce,"Adobe Suite, Writing, Storytelling",Art,INTP,Film Director
Sneha_4151,100,64,Science,"Accounting, Marketing, Analytics",Business,ISFP,Accountant
Maya_4152,92,69,Commerce,"Python, Data Analysis, AI",Tech,INTJ,Cybersecurity Analyst
Karan_4153,63,88,Commerce,"Storytelling, Film Making, Creativity",Art,ESTJ,Graphic Designer
Arun_4154,83,88,Commerce,"Graphic Design, Communication, Adobe Suite",Art,ISFP,Film Director
Rahul_4155,100,66,Science,"Graphic Design, Communication, Adobe Suite",Art,INFP,Graphic Designer
Neha_4156,60,96,Commerce,"Creativity, Film Making, Graphic Design",Art,INTP,Graphic Designer
Priya_4157,70,69,Science,"Cybersecurity, Data Analysis, AI",Tech,INFJ,Cybersecurity Analyst
Rahul_4158,67,93,Commerce,"Creativity, Adobe Suite, Film Making",Art,ENTJ,Content Writer
Arun_4159,75,73,Commerce,"Deep Learning, Statistics, Networking",Tech,INFJ,Cybersecurity Analyst
Maya_4160,68,84,Commerce,"ML, Python, Statistics",Tech,ISTJ,Data Analyst
Aditi_4161,65,96,Commerce,"Communication, Writing, Storytelling",Art,ENFP,Graphic Designer
Ravi_4162,73,80,Commerce,"Excel, Sales, Accounting",Business,ENTJ,Business Analyst
Priya_4163,73,60,Science,"Python, AI, Data Analysis",Tech,ENTJ,Cybersecurity Analyst
Arun_4164,82,93,Commerce,"Financial Analysis, Sales, Analytics",Business,ENFP,Business Analyst
Karan_4165,96,79,Science,"ML, Networking, Cybersecurity",Tech,ESTJ,Data Scientist
Arun_4166,72,96,Commerce,"Data Analysis, Statistics, ML",Tech,INFP,Cybersecurity Analyst
John_4167,63,77,Science,"Graphic Design, Storytelling, Film Making",Art,INFJ,Graphic Designer
Maya_4168,98,88,Commerce,"Accounting, Analytics, Sales",Business,ISFP,Business Analyst
Priya_4169,77,84,Arts,"Networking, ML, Cybersecurity",Tech,INFJ,Data Scientist
Maya_4170,83,88,Science,"Python, Deep Learning, ML",Tech,INTJ,Data Scientist
Arun_4171,94,85,Arts,"Excel, Financial Analysis, Management",Business,INFJ,Marketing Manager
Sneha_4172,91,100,Arts,"Analytics, Financial Analysis, Marketing",Business,ESTJ,Accountant
Aditi_4173,90,74,Commerce,"Communication, Graphic Design, Writing",Art,ESTJ,Graphic Designer
Maya_4174,85,64,Science,"Statistics, Python, Networking",Tech,INFJ,Cybersecurity Analyst
Sneha_4175,63,62,Arts,"Data Analysis, Python, AI",Tech,INTJ,Data Analyst
Aditi_4176,71,84,Science,"Data Analysis, Python, Cybersecurity",Tech,ISFP,Cybersecurity Analyst
Aditi_4177,99,91,Commerce,"Graphic Design, Adobe Suite, Storytelling",Art,INFJ,Content Writer
Ravi_4178,96,73,Science,"Cybersecurity, Deep Learning, Python",Tech,ISTJ,Data Analyst
Maya_4179,63,79,Commerce,"Python, AI, Cybersecurity",Tech,ESTJ,Data Analyst
Priya_4180,84,99,Commerce,"Networking, Cybersecurity, Deep Learning",Tech,INTJ,AI Engineer
John_4181,89,72,Science,"Creativity, Graphic Design, Writing",Art,ESTJ,Content Writer
John_4182,94,89,Commerce,"Creativity, Storytelling, Film Making",Art,INTP,Film Director
John_4183,91,72,Arts,"Film Making, Creativity, Adobe Suite",Art,ESTJ,Content Writer
Arun_4184,86,79,Arts,"Data Analysis, Statistics, Networking",Tech,ESTJ,AI Engineer
Karan_4185,68,82,Commerce,"Storytelling, Film Making, Adobe Suite",Art,INFJ,Graphic Designer
Maya_4186,73,83,Commerce,"Financial Analysis, Marketing, Management",Business,INFJ,Marketing Manager
Maya_4187,69,73,Commerce,"Excel, Management, Accounting",Business,ENFP,Accountant
Ravi_4188,77,83,Science,"Statistics, Python, Deep Learning",Tech,ENTJ,Data Analyst
Rahul_4189,87,94,Science,"Adobe Suite, Storytelling, Communication",Art,ENTJ,Content Writer
Rahul_4190,67,61,Science,"Accounting, Management, Sales",Business,ENTJ,Marketing Manager
Karan_4191,82,94,Commerce,"Sales, Management, Marketing",Business,INTP,Business Analyst
John_4192,60,79,Arts,"Creativity, Adobe Suite, Film Making",Art,INTP,Graphic Designer
John_4193,77,60,Science,"Analytics, Sales, Financial Analysis",Business,ISTJ,Business Analyst
Maya_4194,95,61,Commerce,"Marketing, Sales, Analytics",Business,ENTJ,Accountant
Priya_4195,73,79,Commerce,"Statistics, Networking, Python",Tech,ISTJ,Cybersecurity Analyst
Maya_4196,89,81,Commerce,"Graphic Design, Film Making, Communication",Art,ISTJ,Content Writer
Priya_4197,92,88,Science,"Deep Learning, Data Analysis, ML",Tech,ENTJ,Data Scientist
Ravi_4198,70,93,Science,"AI, Data Analysis, ML",Tech,ISTJ,Data Analyst
Sneha_4199,86,91,Commerce,"Adobe Suite, Film Making, Creativity",Art,ENFP,Film Director
Ravi_4200,72,68,Science,"Writing, Communication, Film Making",Art,ISTJ,Graphic Designer
Ravi_4201,76,92,Arts,"Cybersecurity, Statistics, Deep Learning",Tech,INTJ,AI Engineer
Rahul_4202,84,84,Arts,"Marketing, Management, Accounting",Business,ISTJ,Business Analyst
Neha_4203,87,87,Arts,"AI, Networking, Python",Tech,ISFP,AI Engineer
Aditi_4204,79,63,Commerce,"Storytelling, Graphic Design, Creativity",Art,ENFP,Graphic Designer
Rahul_4205,80,86,Commerce,"Accounting, Sales, Marketing",Business,ESTJ,Business Analyst
John_4206,88,85,Arts,"Graphic Design, Communication, Adobe Suite",Art,INFJ,Film Director
John_4207,80,60,Commerce,"Storytelling, Creativity, Graphic Design",Art,ESTJ,Graphic Designer
Priya_4208,79,91,Science,"Networking, Statistics, Data Analysis",Tech,INFP,Cybersecurity Analyst
Priya_4209,93,76,Commerce,"Data Analysis, ML, Statistics",Tech,INTP,Data Analyst
Maya_4210,69,79,Arts,"Storytelling, Writing, Adobe Suite",Art,ISFP,Content Writer
Sneha_4211,93,69,Science,"Analytics, Marketing, Management",Business,ISTJ,Accountant
Maya_4212,92,69,Commerce,"Analytics, Sales, Management",Business,ENFP,Accountant
Priya_4213,70,90,Commerce,"Film Making, Graphic Design, Communication",Art,ENTJ,Graphic Designer
Aditi_4214,62,66,Science,"Python, ML, Networking",Tech,INFJ,Data Analyst
Neha_4215,84,94,Science,"Adobe Suite, Writing, Communication",Art,ISFP,Film Director
Ravi_4216,69,83,Arts,"Statistics, ML, AI",Tech,ISTJ,Data Scientist
Neha_4217,93,61,Commerce,"Accounting, Management, Excel",Business,INFP,Accountant
Ravi_4218,63,65,Commerce,"Storytelling, Creativity, Communication",Art,ENFP,Content Writer
Neha_4219,67,68,Science,"Excel, Analytics, Sales",Business,INTP,Accountant
Karan_4220,80,88,Arts,"Statistics, ML, Networking",Tech,ESTJ,Cybersecurity Analyst
Priya_4221,70,92,Arts,"Deep Learning, Python, Cybersecurity",Tech,INFJ,Data Analyst
John_4222,89,77,Arts,"Management, Marketing, Excel",Business,ENFP,Marketing Manager
Priya_4223,61,93,Arts,"Film Making, Communication, Creativity",Art,ENTJ,Graphic Designer
Sneha_4224,63,97,Commerce,"Data Analysis, AI, Python",Tech,ENTJ,Data Scientist
Arun_4225,86,76,Arts,"Analytics, Excel, Marketing",Business,INFJ,Business Analyst
Sneha_4226,67,85,Arts,"Python, ML, Networking",Tech,INFJ,AI Engineer
John_4227,71,67,Arts,"ML, Cybersecurity, Deep Learning",Tech,INFP,Cybersecurity Analyst
Sneha_4228,81,100,Science,"Analytics, Sales, Excel",Business,ISFP,Marketing Manager
Sneha_4229,82,96,Commerce,"Film Making, Writing, Communication",Art,INTJ,Graphic Designer
Neha_4230,80,61,Arts,"Deep Learning, Data Analysis, Networking",Tech,ENTJ,Data Analyst
Neha_4231,94,97,Science,"Writing, Graphic Design, Adobe Suite",Art,ENFP,Graphic Designer
Arun_4232,60,89,Arts,"Graphic Design, Communication, Creativity",Art,INFP,Content Writer
Priya_4233,68,68,Commerce,"Deep Learning, ML, Networking",Tech,ENFP,Data Scientist
Rahul_4234,79,98,Arts,"Writing, Graphic Design, Creativity",Art,INFJ,Film Director
Priya_4235,87,70,Commerce,"Networking, Python, Deep Learning",Tech,INFP,Data Scientist
Rahul_4236,88,86,Commerce,"Management, Analytics, Excel",Business,ESTJ,Accountant
Priya_4237,74,61,Arts,"Statistics, Python, Data Analysis",Tech,ENFP,Data Analyst
Neha_4238,65,63,Commerce,"Statistics, Deep Learning, Python",Tech,ISTJ,AI Engineer
Karan_4239,90,93,Commerce,"Data Analysis, ML, Statistics",Tech,ISFP,Data Scientist
Karan_4240,67,74,Arts,"Data Analysis, Statistics, Python",Tech,INTP,Cybersecurity Analyst
Sneha_4241,81,94,Arts,"Excel, Marketing, Analytics",Business,ISFP,Business Analyst
Rahul_4242,84,83,Commerce,"Graphic Design, Film Making, Creativity",Art,ISTJ,Film Director
Aditi_4243,84,62,Arts,"Data Analysis, AI, ML",Tech,INFP,Cybersecurity Analyst
Rahul_4244,60,77,Arts,"Financial Analysis, Excel, Management",Business,ESTJ,Accountant
Karan_4245,97,89,Arts,"AI, Deep Learning, Data Analysis",Tech,ISTJ,Data Scientist
Ravi_4246,69,99,Science,"Deep Learning, Python, Data Analysis",Tech,INFP,Data Analyst
Karan_4247,68,91,Science,"Communication, Creativity, Storytelling",Art,INTJ,Content Writer
Neha_4248,76,79,Science,"Analytics, Sales, Excel",Business,ISTJ,Accountant
Rahul_4249,71,82,Arts,"Accounting, Excel, Analytics",Business,ESTJ,Accountant
Ravi_4250,77,82,Science,"Statistics, Data Analysis, Cybersecurity",Tech,INTP,Data Scientist
Rahul_4251,79,64,Commerce,"Film Making, Creativity, Storytelling",Art,INFJ,Film Director
Karan_4252,81,100,Arts,"Communication, Writing, Storytelling",Art,ISTJ,Film Director
John_4253,85,89,Commerce,"ML, Statistics, AI",Tech,ESTJ,Data Scientist
Aditi_4254,83,80,Science,"Accounting, Management, Marketing",Business,ISFP,Marketing Manager
Aditi_4255,74,94,Science,"Analytics, Management, Financial Analysis",Business,INFP,Marketing Manager
Ravi_4256,86,78,Arts,"Cybersecurity, Networking, Statistics",Tech,ESTJ,Data Scientist
Rahul_4257,68,81,Commerce,"Python, Networking, AI",Tech,INTJ,AI Engineer
Sneha_4258,70,98,Science,"Adobe Suite, Writing, Graphic Design",Art,ESTJ,Content Writer
Arun_4259,97,68,Commerce,"AI, Deep Learning, Cybersecurity",Tech,INTP,Cybersecurity Analyst
Ravi_4260,75,72,Commerce,"Marketing, Analytics, Financial Analysis",Business,ISFP,Accountant
Arun_4261,70,98,Science,"Management, Marketing, Accounting",Business,INFP,Accountant
Neha_4262,77,80,Science,"AI, ML, Cybersecurity",Tech,ISTJ,Data Scientist
Karan_4263,94,82,Commerce,"Graphic Design, Writing, Adobe Suite",Art,INTJ,Graphic Designer
Neha_4264,69,95,Commerce,"Management, Accounting, Analytics",Business,ESTJ,Accountant
Ravi_4265,76,99,Commerce,"Storytelling, Graphic Design, Writing",Art,ISTJ,Graphic Designer
Ravi_4266,95,85,Arts,"Cybersecurity, Statistics, AI",Tech,ENTJ,Data Analyst
Maya_4267,95,96,Commerce,"ML, Python, Deep Learning",Tech,ISFP,AI Engineer
Arun_4268,77,77,Arts,"Python, Data Analysis, Networking",Tech,INFP,Cybersecurity Analyst
Arun_4269,84,61,Arts,"Accounting, Marketing, Excel",Business,INTP,Marketing Manager
